"","gene","cntA","cntB","med_pa_len_A","med_pa_len_B","iso_pa_pval","iso_pa_sig","iso_pa_diff"
"2556","MRPS31",29,20,100,53,0.0810344827586208,"False",47
"2557","MRPS33",23,48,107,87.5,0.36268390386016,"False",19.5
"2558","MRPS34",40,33,121,101,0.36268390386016,"False",20
"2559","MRPS35",6,13,96,61,0.174294770206022,"False",35
"2560","MRPS36",9,8,33,109.5,0,"True",76.5
"2561","MRPS5",16,22,98,93.5,0.491764057331863,"False",4.5
"2562","MRPS6",6,5,157.5,145,0.449446410515672,"False",12.5
"2563","MRPS7",56,47,104.5,100,0.489398793818319,"False",4.5
"2564","MRPS9",25,21,100,97,0.494382082152974,"False",3
"2567","MRTO4",20,13,126,106,0.382909891598916,"False",20
"2570","MSI2",8,6,99,95,0.484586206896552,"False",4
"2571","MSL1",6,19,124,145,0.382134602311353,"False",21
"2573","MSMO1",25,35,132,101,0.269743326488706,"False",31
"2574","MSN",11,12,79,85.5,0.468657142857143,"False",6.5
"2575","MSRB1",16,15,98,91,0.475078389830508,"False",7
"2576","MSRB2",9,9,122,79,0.096764705882353,"False",43
"2580","MTA2",29,37,176,184,0.481045828437133,"False",8
"2583","MT-ATP6",349,424,51,50,0.493792184724689,"False",1
"2584","MTCH1",23,22,84,76,0.46300790330079,"False",8
"2585","MTCH2",46,54,91.5,83,0.467461746174617,"False",8.5
"2586","MT-CO1",583,1843,49,51,0.495550668543279,"False",2
"2587","MT-CO2",3127,2763,60,62,0.494382082152974,"False",2
"2588","MT-CO3",592,463,59,59,0.506460132890365,"False",0
"2589","MT-CYB",271,397,51,53,0.492993793355239,"False",2
"2591","MTERF1",9,14,97,109.5,0.444795336787565,"False",12.5
"2597","MTHFD1",30,14,93,82,0.451582341269841,"False",11
"2598","MTHFD1L",5,9,101,140,0.188637048192771,"False",39
"2599","MTHFD2",19,23,127,87,0.153013816925734,"False",40
"2605","MTMR2",7,9,156,85,0.0167857142857143,"True",71
"2607","MT-ND1",50,47,49,49,0.511014516661168,"False",0
"2608","MT-ND2",281,142,48,47,0.495550668543279,"False",1
"2609","MT-ND3",466,232,56,54,0.493792184724689,"False",2
"2610","MT-ND4",708,765,51,51,0.523027222040013,"False",0
"2611","MT-ND4L",63,20,52,54,0.496687953054884,"False",2
"2612","MT-ND5",77,73,42,40,0.493792184724689,"False",2
"2614","MT-RNR1",115,50,39,41,0.493792184724689,"False",2
"2615","MT-RNR2",623,493,41,39,0.491544550810015,"False",2
"2617","MTSS1L",14,26,189,176,0.454621909840039,"False",13
"2625","MVD",5,7,175,81,0,"True",94
"2632","MYBL2",6,18,105,126.5,0.381875,"False",21.5
"2636","MYDGF",32,59,81.5,123,0.096764705882353,"False",41.5
"2637","MYEOV2",35,50,99,90.5,0.468969298245614,"False",8.5
"2638","MYH10",29,59,140,113,0.327321428571429,"False",27
"2640","MYL12A",120,179,108,115,0.468649425287356,"False",7
"2641","MYL12B",82,120,84.5,98.5,0.424890804597701,"False",14
"2643","MYL6",15,27,151,139,0.457220885466795,"False",12
"2644","MYL6B",23,33,94,72,0.313742384682332,"False",22
"2645","MYNN",8,5,69,106,0.153013816925734,"False",37
"2648","MZT1",6,8,108.5,134.5,0.337555643879173,"False",26
"2649","MZT2B",6,24,114,99,0.431392857142857,"False",15
"2651","N4BP2L2",7,7,106,162,0.0706358381502891,"False",56
"2652","N6AMT2",24,18,144,129,0.43876741693462,"False",15
"2655","NAA20",19,9,115,100,0.418859393232205,"False",15
"2656","NAA38",35,52,102,98.5,0.490350877192982,"False",3.5
"2657","NAA50",15,13,108,122,0.429397222222222,"False",14
"2660","NAB2",6,10,148.5,101,0.0759530386740332,"False",47.5
"2662","NACA",264,229,83.5,89,0.47914360208584,"False",5.5
"2664","NAE1",32,42,94.5,88.5,0.478152480839048,"False",6
"2665","NAGA",5,5,46,97,0.0290952380952381,"True",51
"2666","NAGK",8,28,133,145,0.463390963577686,"False",12
"2668","NAMPT",9,8,118,84.5,0.203962264150944,"False",33.5
"2669","NANS",14,26,66.5,60,0.475476487723679,"False",6.5
"2670","NAP1L1",63,120,63,76,0.425424068767908,"False",13
"2671","NAP1L4",7,8,157,88,0.0167857142857143,"True",69
"2673","NARF",9,17,133,102,0.272657200811359,"False",31
"2674","NARS",53,35,94,90,0.493792184724689,"False",4
"2675","NARS2",9,10,77,93.5,0.393158240315167,"False",16.5
"2676","NASP",26,41,108.5,81,0.250910099889012,"False",27.5
"2678","NAT14",16,8,118.5,126,0.471228758169935,"False",7.5
"2679","NAT9",5,7,141,162,0.398058191018343,"False",21
"2680","NCAPD2",8,16,161,93,0.0167857142857143,"True",68
"2681","NCAPD3",5,5,143,91,0.0889805825242719,"False",52
"2685","NCBP1",7,8,125,90.5,0.210689655172414,"False",34.5
"2686","NCBP2",20,37,85,103,0.382909891598916,"False",18
"2688","NCKAP1",14,24,99.5,90,0.460244869402985,"False",9.5
"2689","NCL",25,33,106,106,0.506969797543976,"False",0
"2690","NCLN",5,5,192,173,0.409432989690722,"False",19
"2691","NCOA4",7,16,86,102.5,0.39,"False",16.5
"2692","NCOA6",5,5,167,136,0.263694736842105,"False",31
"2695","NCSTN",9,13,132,177,0.181674491392801,"False",45
"2696","NDC80",20,38,114,73,0.142225325884544,"False",41
"2697","NDFIP1",14,14,110,138,0.290815268614515,"False",28
"2698","NDN",5,9,121,138,0.410153521974714,"False",17
"2699","NDRG3",11,11,92,101,0.468657142857143,"False",9
"2700","NDUFA1",54,78,121,96.5,0.327321428571429,"False",24.5
"2701","NDUFA10",32,35,94.5,112,0.398227329974811,"False",17.5
"2702","NDUFA12",226,360,98.5,96,0.498436437797417,"False",2.5
"2704","NDUFA2",42,71,100.5,101,0.498817750677507,"False",0.5
"2705","NDUFA3",93,131,116,108,0.471515477214101,"False",8
"2706","NDUFA4",187,341,98,94,0.488938706015891,"False",4
"2707","NDUFA5",33,40,94,106,0.449172643442623,"False",12
"2708","NDUFA6",121,219,95,98,0.488938706015891,"False",3
"2709","NDUFA8",78,104,88,80,0.463390963577686,"False",8
"2710","NDUFAB1",51,44,112,107,0.481992598363849,"False",5
"2711","NDUFAF1",6,6,86.5,41.5,0.0393347639484979,"True",45
"2712","NDUFAF2",13,13,80,100,0.353663366336634,"False",20
"2713","NDUFAF3",41,24,97,99,0.496687953054884,"False",2
"2714","NDUFAF4",27,15,127,108,0.40633923123856,"False",19
"2718","NDUFB1",28,54,126,114,0.449446410515672,"False",12
"2719","NDUFB10",22,34,76,109.5,0.207118644067797,"False",33.5
"2720","NDUFB11",60,73,116,101,0.429397222222222,"False",15
"2721","NDUFB2",114,169,89,85,0.482243390357698,"False",4
"2722","NDUFB3",41,46,99,104,0.482243390357698,"False",5
"2723","NDUFB4",65,116,105,78.5,0.286223709369025,"False",26.5
"2724","NDUFB5",23,30,95,94.5,0.505093333333333,"False",0.5
"2725","NDUFB6",55,74,92,98,0.471515477214101,"False",6
"2726","NDUFB7",23,36,61,80.5,0.35967958271237,"False",19.5
"2727","NDUFB9",145,131,72,81,0.460244869402985,"False",9
"2728","NDUFC1",127,123,109,107,0.496687953054884,"False",2
"2729","NDUFS1",13,13,152,99,0.0889805825242719,"False",53
"2730","NDUFS2",74,62,97,86,0.444795336787565,"False",11
"2731","NDUFS3",7,25,62,85,0.307404274265361,"False",23
"2732","NDUFS4",43,50,73,59,0.39244071146245,"False",14
"2733","NDUFS5",168,146,112,89.5,0.337002398081535,"False",22.5
"2734","NDUFS6",26,34,83.5,94,0.453593903638151,"False",10.5
"2735","NDUFS7",61,72,104,104.5,0.49824480762683,"False",0.5
"2736","NDUFS8",68,68,110,98.5,0.451582341269841,"False",11.5
"2737","NDUFV1",27,29,116,86,0.246655132641292,"False",30
"2738","NDUFV3",42,29,114.5,89,0.283484698914116,"False",25.5
"2740","NECAP2",6,13,97,144,0.105800865800866,"False",47
"2741","NEDD8",9,8,137,99,0.205709169054441,"False",38
"2742","NEFL",29,44,96,80.5,0.388260869565217,"False",15.5
"2743","NEFM",35,96,73,64,0.454621909840039,"False",9
"2744","NEIL2",7,7,88,136,0.0545535714285715,"False",48
"2745","NEK3",9,9,107,51,0.0167857142857143,"True",56
"2749","NELFCD",10,28,84.5,88,0.491764057331863,"False",3.5
"2750","NELFE",9,26,84,138,0.0759530386740332,"False",54
"2751","NELL2",20,26,107,77,0.213431506849315,"False",30
"2752","NEMF",7,14,44,12,0.096764705882353,"False",32
"2753","NES",71,69,112,144,0.237814371257485,"False",32
"2755","NFATC4",13,6,99,150,0.0859462915601024,"False",51
"2757","NFKBIB",17,11,104,117,0.438304674905965,"False",13
"2758","NFKBIL1",17,37,86,116,0.22873730964467,"False",30
"2759","NFRKB",6,7,87,153,0.0290952380952381,"True",66
"2763","NFYB",7,16,105,101,0.477460317460318,"False",4
"2764","NFYC",17,17,138,153,0.428591470258137,"False",15
"2765","NGDN",29,36,112,76,0.172459677419355,"False",36
"2766","NGFRAP1",109,316,80,89.5,0.453593903638151,"False",9.5
"2767","NGLY1",6,6,90.5,46.5,0.0706358381502891,"False",44
"2768","NHP2",164,149,93.5,99,0.483550696594427,"False",5.5
"2769","NIF3L1",22,16,102.5,73,0.257610810810811,"False",29.5
"2770","NIFK",15,13,92,84,0.475476487723679,"False",8
"2772","NIP7",11,8,94,90,0.490434782608696,"False",4
"2773","NIPA2",5,5,100,129,0.246655132641292,"False",29
"2775","NIT2",15,26,119,98,0.356033834586466,"False",21
"2777","NKD1",42,24,145.5,167.5,0.378647887323944,"False",22
"2781","NLGN2",5,15,186,198,0.467348826714801,"False",12
"2783","NMD3",8,9,48,149,0,"True",101
"2786","NME4",15,22,82,107.5,0.288317445185891,"False",25.5
"2788","NME6",7,6,58,104.5,0.0706358381502891,"False",46.5
"2789","NME7",22,26,55.5,55.5,0.510343347639485,"False",0
"2792","NOB1",19,18,77,96.5,0.369503239740821,"False",19.5
"2793","NOC2L",18,5,130.5,129,0.493792184724689,"False",1.5
"2794","NOL11",14,27,97.5,98,0.503380681818182,"False",0.5
"2796","NOL7",9,9,50,131,0,"True",81
"2797","NOLC1",37,23,120,87,0.224220183486239,"False",33
"2799","NONO",58,138,118.5,107.5,0.454621909840039,"False",11
"2800","NOP10",185,196,119,110.5,0.469280087527352,"False",8.5
"2801","NOP14",8,9,192,159,0.315577256944444,"False",33
"2802","NOP16",136,40,91.5,122,0.257610810810811,"False",30.5
"2803","NOP2",13,6,100,164,0.0393347639484979,"True",64
"2804","NOP56",18,15,134,158,0.36168652271035,"False",24
"2805","NOP58",20,19,58.5,67,0.460244869402985,"False",8.5
"2807","NOSIP",33,51,67,75,0.471515477214101,"False",8
"2809","NOTCH3",5,16,205,199,0.489942056074766,"False",6
"2812","NPLOC4",7,5,153,151,0.495753424657534,"False",2
"2813","NPM1",1541,953,79,86,0.468126660761736,"False",7
"2814","NPM1P27",20,14,104.5,114,0.453206012814194,"False",9.5
"2816","NPRL2",11,15,158,93,0.0167857142857143,"True",65
"2821","NR2C2AP",5,6,39,167,0,"True",128
"2822","NR2F1",9,10,114,187.5,0.0167857142857143,"True",73.5
"2824","NR2F2",17,17,115,117,0.493792184724689,"False",2
"2827","NRBF2",8,12,125,84,0.139127134724858,"False",41
"2829","NRDC",7,26,132,81.5,0.0810344827586208,"False",50.5
"2830","NREP",76,1026,128,112,0.41593896713615,"False",16
"2834","NRSN2",9,7,114,93,0.352410236822002,"False",21
"2835","NSA2",21,33,58,95,0.123434343434344,"False",37
"2836","NSDHL",16,26,97.5,101,0.484586206896552,"False",3.5
"2837","NSFL1C",19,38,105,113,0.46552380952381,"False",8
"2838","NSL1",17,12,110,126,0.410509898020396,"False",16
"2840","NSMCE1",14,25,86.5,69,0.369503239740821,"False",17.5
"2841","NSMCE2",8,14,118.5,100.5,0.398058191018343,"False",18
"2847","NT5DC2",22,33,134.5,121,0.454524390243903,"False",13.5
"2849","NTHL1",43,30,67,122.5,0.0393347639484979,"True",55.5
"2850","NTMT1",70,44,86,86.5,0.506460132890365,"False",0.5
"2851","NTPCR",37,39,90,74,0.382134602311353,"False",16
"2853","NUB1",6,18,104.5,95.5,0.451582341269841,"False",9
"2854","NUBP1",13,11,52,130,0,"True",78
"2855","NUCB1",7,7,134,141,0.477460317460318,"False",7
"2856","NUCB2",8,22,68.5,56.5,0.431392857142857,"False",12
"2857","NUCKS1",17,37,120,126,0.47914360208584,"False",6
"2858","NUDC",22,40,113,99.5,0.428591470258137,"False",13.5
"2859","NUDCD1",6,10,70,93.5,0.299345238095238,"False",23.5
"2860","NUDCD2",7,16,111,139,0.318668103448276,"False",28
"2861","NUDCD3",5,8,173,114.5,0.0889805825242719,"False",58.5
"2862","NUDT1",24,34,96,82,0.414298349056604,"False",14
"2865","NUDT15",5,5,121,52,0.0167857142857143,"True",69
"2866","NUDT16",11,11,111,97,0.42435446685879,"False",14
"2869","NUDT21",13,36,83,86.5,0.486894256371244,"False",3.5
"2870","NUDT3",5,6,158,99.5,0.0545535714285715,"False",58.5
"2871","NUDT5",77,67,86,110,0.310859649122807,"False",24
"2875","NUF2",8,11,149,94,0.0759530386740332,"False",55
"2879","NUP160",9,8,114,98,0.40633923123856,"False",16
"2881","NUP205",5,13,77,159,0,"True",82
"2884","NUP37",12,14,96.5,110,0.425424068767908,"False",13.5
"2886","NUP54",9,14,40,110.5,0,"True",70.5
"2887","NUP88",5,12,180,84,0,"True",96
"2888","NUP93",32,23,100.5,75,0.283977495107632,"False",25.5
"2890","NUPL2",6,10,209,113.5,0,"True",95.5
"2892","NUSAP1",52,90,101,83,0.398058191018343,"False",18
"2893","NUTF2",42,55,138.5,140,0.504411274182789,"False",1.5
"2897","NXF1",6,6,78.5,99,0.348397982932506,"False",20.5
"2898","NXN",10,10,77,119,0.096764705882353,"False",42
"2901","OARD1",7,12,77,74.5,0.491544550810015,"False",2.5
"2903","OAZ2",24,69,116,102,0.428861856823266,"False",14
"2905","OCIAD1",22,27,71,75,0.492343979441997,"False",4
"2906","ODC1",80,126,81,102,0.3473753894081,"False",21
"2909","OGDH",6,5,120,163,0.185714285714286,"False",43
"2910","OGFOD1",7,7,99,154,0.0545535714285715,"False",55
"2912","OGFR",5,12,121,128.5,0.472409226826143,"False",7.5
"2914","OIP5-AS1",15,21,103,94,0.455220125786164,"False",9
"2915","OLA1",54,57,89.5,86,0.490350877192982,"False",3.5
"2916","OLMALINC",7,5,95,127,0.247326111744584,"False",32
"2919","OR7E38P",11,5,86,48,0.119434156378601,"False",38
"2922","ORC3",10,21,72.5,68,0.483610038610039,"False",4.5
"2923","ORC4",10,9,105,107,0.496910247592847,"False",2
"2924","ORC5",6,7,104,104,0.493792184724689,"False",0
"2925","ORC6",9,11,141,153,0.459124522900763,"False",12
"2926","ORMDL1",15,14,83,131.5,0.0859462915601024,"False",48.5
"2927","ORMDL2",10,11,60,67,0.471515477214101,"False",7
"2928","ORMDL3",13,44,107,106.5,0.496687953054884,"False",0.5
"2931","OSER1",24,27,78.5,119,0.123434343434344,"False",40.5
"2934","OST4",98,123,111.5,137,0.30875,"False",25.5
"2935","OSTC",115,159,80,85,0.47914360208584,"False",5
"2936","OTUB1",17,19,148,119,0.289299242424242,"False",29
"2939","OXA1L",46,36,96.5,88.5,0.46552380952381,"False",8
"2947","P4HB",14,24,80,110.5,0.247326111744584,"False",30.5
"2948","PA2G4",13,8,124,129,0.489898838516298,"False",5
"2949","PAAF1",32,24,97.5,87,0.451582341269841,"False",10.5
"2951","PABPC4",10,10,120.5,203.5,0,"True",83
"2953","PABPN1",24,19,133,130,0.493792184724689,"False",3
"2955","PAF1",9,16,91,124.5,0.237814371257485,"False",33.5
"2956","PAFAH1B1",28,46,115,104,0.460244869402985,"False",11
"2957","PAFAH1B3",37,90,88,93.5,0.477460317460318,"False",5.5
"2958","PAICS",54,49,94,105,0.455220125786164,"False",11
"2959","PAIP2",55,114,80,88.5,0.468126660761736,"False",8.5
"2960","PAK1",7,9,110,82,0.261390374331551,"False",28
"2961","PAK1IP1",13,7,76,95,0.381875,"False",19
"2962","PALLD",11,9,131,133,0.495550668543279,"False",2
"2967","PAPOLA",14,23,106,90,0.398058191018343,"False",16
"2971","PARK7",137,218,91,88,0.493792184724689,"False",3
"2974","PARP1",17,26,108,90.5,0.391459709379128,"False",17.5
"2975","PARP2",15,21,126,95,0.250910099889012,"False",31
"2978","PARPBP",10,9,126,70,0,"True",56
"2980","PATZ1",11,18,135,122,0.442870321560358,"False",13
"2985","PBDC1",11,8,102,134,0.248823529411765,"False",32
"2986","PBK",13,23,138,76,0.0393347639484979,"True",62
"2987","PBX3",20,28,169,144,0.340787183544304,"False",25
"2988","PCBD1",7,6,55,47.5,0.462447601304145,"False",7.5
"2990","PCBP1",81,65,94,108,0.42435446685879,"False",14
"2991","PCBP2",8,8,97,175.5,0.0167857142857143,"True",78.5
"2993","PCCB",27,20,87,125,0.159436026936027,"False",38
"2994","PCDH18",5,23,93,112,0.373196022727273,"False",19
"2999","PCID2",14,16,64.5,91.5,0.263694736842105,"False",27
"3000","PCIF1",15,15,108,102,0.478686219365207,"False",6
"3001","PCK2",29,15,112,114,0.500583277140931,"False",2
"3002","PCMT1",35,41,110,93,0.405331695331695,"False",17
"3004","PCNA",90,95,79.5,109,0.241944444444444,"False",29.5
"3005","PCNP",30,27,101.5,111,0.468126660761736,"False",9.5
"3006","PCNX",5,5,73,139,0.0290952380952381,"True",66
"3009","PDAP1",7,15,115,128,0.431115107913669,"False",13
"3010","PDCD10",29,26,81,89.5,0.46552380952381,"False",8.5
"3012","PDCD2",5,6,50,67.5,0.370369440459111,"False",17.5
"3014","PDCD5",63,50,108,124.5,0.412297859690844,"False",16.5
"3015","PDCD6",6,6,161,95,0.0393347639484979,"True",66
"3016","PDCL3",37,53,69,95,0.264681628392484,"False",26
"3019","PDHA1",83,56,117,103,0.425511654349062,"False",14
"3020","PDHB",72,79,101.5,102,0.522196522309711,"False",0.5
"3022","PDIA3",11,33,90,129,0.156934931506849,"False",39
"3023","PDIA4",6,10,126.5,123,0.495113234253362,"False",3.5
"3024","PDIA6",98,144,59,73.5,0.409432989690722,"False",14.5
"3025","PDLIM7",8,8,173,175.5,0.497301233721727,"False",2.5
"3026","PDPN",10,14,98,116,0.393158240315167,"False",18
"3028","PDRG1",13,32,77,98,0.350880551301685,"False",21
"3029","PDS5A",6,6,150,129,0.358203883495146,"False",21
"3031","PDXK",7,6,112,108.5,0.485863844393593,"False",3.5
"3032","PDZD11",7,17,102,105,0.482243390357698,"False",3
"3033","PEA15",20,56,101,100.5,0.517864651773982,"False",0.5
"3034","PEBP1",166,214,95,90,0.479239475774424,"False",5
"3035","PEG10",37,60,153,161.5,0.475476487723679,"False",8.5
"3040","PES1",5,7,142,75,0,"True",67
"3046","PEX5",5,6,170,155.5,0.449853756933939,"False",14.5
"3048","PFDN1",38,65,93,95,0.501628532974428,"False",2
"3049","PFDN2",54,49,115,100,0.425511654349062,"False",15
"3050","PFDN4",21,19,52,94,0.0889805825242719,"False",42
"3051","PFDN5",52,112,120,87,0.22873730964467,"False",33
"3054","PFKM",8,16,96,85.5,0.457300334768053,"False",10.5
"3055","PFN1",110,173,135.5,130,0.475476487723679,"False",5.5
"3056","PFN2",39,41,68,68,0.512692054071876,"False",0
"3057","PGAM1",18,35,81.5,93,0.438304674905965,"False",11.5
"3059","PGD",96,65,108.5,71,0.14415607985481,"False",37.5
"3060","PGK1",61,67,99,91,0.458104106972302,"False",8
"3062","PGM3",10,6,84,43,0.0810344827586208,"False",41
"3064","PGRMC1",31,59,100,102,0.492343979441997,"False",2
"3065","PGRMC2",7,12,83,130.5,0.123434343434344,"False",47.5
"3067","PHAX",6,12,68,85.5,0.355608465608466,"False",17.5
"3068","PHB",242,199,79,77,0.493792184724689,"False",2
"3069","PHB2",37,33,120,123,0.493792184724689,"False",3
"3070","PHF12",7,11,138,154,0.444795336787565,"False",16
"3071","PHF19",5,7,185,216,0.324673640167364,"False",31
"3076","PHF23",6,10,90.5,105.5,0.405712974296206,"False",15
"3078","PHGDH",38,50,119.5,91,0.271209183673469,"False",28.5
"3079","PHKB",5,6,148,134.5,0.449446410515672,"False",13.5
"3087","PIAS1",6,13,83,122,0.159436026936027,"False",39
"3090","PICALM",6,21,144,105,0.196654191616767,"False",39
"3091","PIGC",5,16,72,64.5,0.460064133016627,"False",7.5
"3092","PIGF",13,20,64,99,0.169722222222222,"False",35
"3093","PIGH",19,21,71,95,0.301352941176471,"False",24
"3097","PIGP",5,6,67,91,0.283977495107632,"False",24
"3099","PIGT",12,12,141,102.5,0.172459677419355,"False",38.5
"3100","PIGU",8,17,142,107,0.233551171393342,"False",35
"3101","PIH1D1",12,22,66.5,70.5,0.479880999603332,"False",4
"3103","PIK3R3",11,15,83,97,0.411109449760766,"False",14
"3105","PIN1",6,26,79.5,144,0.0290952380952381,"True",64.5
"3106","PIN4",18,16,56,106,0.0462878787878788,"True",50
"3107","PINX1",22,50,93.5,100,0.475840927920464,"False",6.5
"3112","PIR",13,11,62,54,0.460244869402985,"False",8
"3115","PITPNB",12,15,101,83,0.398227329974811,"False",18
"3119","PKM",46,49,105.5,115,0.460244869402985,"False",9.5
"3120","PKN1",7,7,122,114,0.475476487723679,"False",8
"3127","PLCG1",14,61,113,112,0.496687953054884,"False",1
"3128","PLD3",10,16,166.5,127.5,0.225271668822769,"False",39
"3133","PLEKHJ1",5,7,72,55,0.358203883495146,"False",17
"3136","PLGRKT",8,16,92,79.5,0.438304674905965,"False",12.5
"3137","PLIN2",27,19,103,71,0.22873730964467,"False",32
"3138","PLK1",37,42,147,152,0.488522167487685,"False",5
"3139","PLP1",5,18,83,80.5,0.493792184724689,"False",2.5
"3140","PLPP5",5,14,102,114.5,0.453206012814194,"False",12.5
"3142","PLRG1",9,15,119,79,0.142225325884544,"False",40
"3143","PLS3",12,9,119,102,0.391459709379128,"False",17
"3144","PLTP",11,24,129,130.5,0.496687953054884,"False",1.5
"3148","PLXNB2",6,12,184,180.5,0.493792184724689,"False",3.5
"3151","PMM1",6,14,79,84,0.478152480839048,"False",5
"3153","PMPCA",22,14,114.5,140.5,0.325866666666667,"False",26
"3154","PMPCB",12,20,53.5,64,0.447688338493292,"False",10.5
"3156","PMS2P1",13,7,75,86,0.440593849416755,"False",11
"3158","PMVK",75,250,92,98.5,0.470718027062418,"False",6.5
"3159","PNISR",19,27,60,85,0.263694736842105,"False",25
"3160","PNKD",48,74,98.5,101.5,0.496687953054884,"False",3
"3162","PNMA2",9,5,100,190,0,"True",90
"3164","PNN",20,15,108.5,72,0.169722222222222,"False",36.5
"3165","PNO1",10,5,79.5,122,0.119434156378601,"False",42.5
"3166","PNP",11,7,95,115,0.370369440459111,"False",20
"3169","PNRC2",17,41,96,97,0.496687953054884,"False",1
"3170","POC1A",30,59,87.5,93,0.484529569892473,"False",5.5
"3176","POLB",5,7,31,113,0,"True",82
"3177","POLD2",12,29,92.5,83,0.457220885466795,"False",9.5
"3178","POLDIP2",8,8,86,114.5,0.267982456140351,"False",28.5
"3179","POLDIP3",5,13,176,94,0,"True",82
"3180","POLE2",5,7,186,155,0.300491803278688,"False",31
"3181","POLE3",21,19,80,80,0.504411274182789,"False",0
"3189","POLR1C",20,20,83,89.5,0.468657142857143,"False",6.5
"3190","POLR1D",23,18,104,62,0.100936123348018,"False",42
"3193","POLR2B",12,25,153.5,132,0.389522696929239,"False",21.5
"3194","POLR2C",14,11,145,153,0.475476487723679,"False",8
"3195","POLR2E",30,37,117.5,123,0.479239475774424,"False",5.5
"3196","POLR2G",47,90,105,99,0.47914360208584,"False",6
"3197","POLR2H",32,26,132,130,0.497301233721727,"False",2
"3198","POLR2I",73,56,110,134,0.35967958271237,"False",24
"3199","POLR2J",52,86,127.5,129.5,0.491204975863349,"False",2
"3200","POLR2K",79,138,129,109,0.382134602311353,"False",20
"3201","POLR2L",37,51,108,128,0.397446601941747,"False",20
"3203","POLR3C",9,7,75,82,0.475476487723679,"False",7
"3205","POLR3H",8,11,117.5,119,0.494382082152974,"False",1.5
"3206","POLR3K",69,31,84,96,0.444795336787565,"False",12
"3210","POMP",125,205,85,85,0.506969797543976,"False",0
"3211","PON2",9,19,52,97,0.0666199376947041,"False",45
"3212","POP4",12,18,71,103,0.213431506849315,"False",32
"3213","POP5",15,49,148,78,0.0290952380952381,"True",70
"3214","POP7",5,10,158,66.5,0,"True",91.5
"3215","POR",6,17,156,143,0.45021052631579,"False",13
"3216","POU3F2",36,50,107,113.5,0.468969298245614,"False",6.5
"3217","PPA1",101,89,84,83,0.506117764471058,"False",1
"3218","PPA2",26,29,58.5,112,0.0167857142857143,"True",53.5
"3220","PPCS",12,34,74,109.5,0.174294770206022,"False",35.5
"3221","PPDPF",7,24,128,116.5,0.454524390243903,"False",11.5
"3222","PPHLN1",21,19,86,95,0.454524390243903,"False",9
"3223","PPIA",191,174,106,112.5,0.476398514851485,"False",6.5
"3225","PPIB",161,161,82,113,0.237814371257485,"False",31
"3226","PPID",36,44,91.5,70,0.288317445185891,"False",21.5
"3227","PPIE",75,116,103,95.5,0.468657142857143,"False",7.5
"3228","PPIF",19,15,121,102,0.391459709379128,"False",19
"3229","PPIH",16,12,117,110.5,0.479239475774424,"False",6.5
"3230","PPIL1",13,21,93,68,0.280779220779221,"False",25
"3232","PPIL3",7,22,135,50,0,"True",85
"3237","PPM1G",18,34,100,124,0.318668103448276,"False",24
"3238","PPP1CA",33,49,93,104,0.444795336787565,"False",11
"3239","PPP1CC",28,30,61,71,0.440154749199573,"False",10
"3241","PPP1R11",7,7,42,108,0,"True",66
"3243","PPP1R14B",8,10,112.5,168.5,0.0666199376947041,"False",56
"3245","PPP1R18",10,9,147,126,0.393871073298429,"False",21
"3249","PPP1R7",42,36,101.5,106.5,0.488104364326376,"False",5
"3250","PPP1R8",12,14,106.5,164,0.0393347639484979,"True",57.5
"3251","PPP2CA",9,13,86,143,0.0462878787878788,"True",57
"3252","PPP2CB",12,16,53,98.5,0.0666199376947041,"False",45.5
"3253","PPP2R1A",105,136,145,126,0.393158240315167,"False",19
"3254","PPP2R1B",5,11,122,68,0.0462878787878788,"True",54
"3255","PPP2R2A",7,8,150,132.5,0.412297859690844,"False",17.5
"3257","PPP2R3C",16,35,63,46,0.36268390386016,"False",17
"3258","PPP2R4",33,27,136,135,0.497301233721727,"False",1
"3259","PPP2R5C",6,9,112.5,111,0.493792184724689,"False",1.5
"3260","PPP2R5D",7,5,100,140,0.185714285714286,"False",40
"3261","PPP4C",17,20,119,126,0.478152480839048,"False",7
"3262","PPP4R2",5,5,184,148,0.247326111744584,"False",36
"3265","PPP5C",40,40,168.5,188.5,0.410509898020396,"False",20
"3266","PPP6C",8,11,98,112,0.426560203504805,"False",14
"3267","PPRC1",6,6,86,180,0,"True",94
"3268","PPT1",44,64,113,107,0.477460317460318,"False",6
"3270","PPWD1",23,15,114,126,0.451582341269841,"False",12
"3271","PQBP1",18,20,54,65.5,0.42546803652968,"False",11.5
"3273","PRC1",8,15,48.5,130,0,"True",81.5
"3274","PRCP",12,15,94.5,99,0.477731519090171,"False",4.5
"3277","PRDX1",505,217,111,98,0.45021052631579,"False",13
"3278","PRDX2",1057,1134,120,117,0.489898838516298,"False",3
"3279","PRDX3",236,293,97,95,0.493792184724689,"False",2
"3280","PRDX4",32,134,76.5,70.5,0.475078389830508,"False",6
"3281","PRDX5",83,118,95,107.5,0.442659968270756,"False",12.5
"3282","PRDX6",58,48,95,109.5,0.410153521974714,"False",14.5
"3284","PRELID1",11,25,108,96,0.442870321560358,"False",12
"3287","PRKAB1",9,22,96,112.5,0.380811281337047,"False",16.5
"3290","PRKAG1",10,17,58.5,83,0.271209183673469,"False",24.5
"3291","PRKAR1A",5,5,132,126,0.479239475774424,"False",6
