"","gene","cntA","cntB","med_pa_len_A","med_pa_len_B","iso_pa_pval","iso_pa_sig","iso_pa_diff"
"4820","UBE2N",140,148,108,119,0.463390963577686,"False",11
"4821","UBE2Q1",8,6,96,76,0.348604471858134,"False",20
"4823","UBE2R2",14,25,86,60,0.245681818181818,"False",26
"4824","UBE2T",26,41,134.5,131,0.493792184724689,"False",3.5
"4825","UBE2V2",91,99,88,77,0.442870321560358,"False",11
"4826","UBE2Z",10,28,171.5,133,0.217627688172043,"False",38.5
"4828","UBE3B",6,9,161.5,139,0.36268390386016,"False",22.5
"4830","UBE4B",5,10,109,73.5,0.174294770206022,"False",35.5
"4831","UBFD1",11,11,82,120,0.172459677419355,"False",38
"4832","UBL5",74,118,109,127,0.395797526041667,"False",18
"4833","UBL7",13,21,55,84,0.235863970588235,"False",29
"4835","UBQLN1",5,9,54,146,0,"True",92
"4840","UBTF",8,22,118,140.5,0.377826855123675,"False",22.5
"4841","UBXN1",31,69,86,89,0.480602196939976,"False",3
"4842","UBXN4",11,16,141,154.5,0.45021052631579,"False",13.5
"4843","UCHL1",63,67,107,97,0.457300334768053,"False",10
"4846","UCK2",13,15,122,79,0.105800865800866,"False",43
"4848","UCP2",24,22,97,89,0.468126660761736,"False",8
"4849","UFC1",36,89,84,84,0.501628532974428,"False",0
"4850","UFD1L",50,58,57,101.5,0.0859462915601024,"False",44.5
"4851","UFM1",10,6,138,88.5,0.0666199376947041,"False",49.5
"4852","UFSP2",10,9,61.5,79,0.382134602311353,"False",17.5
"4853","UGDH",5,6,146,109.5,0.224220183486239,"False",36.5
"4856","UGP2",6,20,61,94,0.156934931506849,"False",33
"4861","UMPS",43,40,100,91.5,0.451753214638971,"False",8.5
"4866","UNC50",8,22,75,127.5,0.0545535714285715,"False",52.5
"4867","UNG",7,9,86,110,0.307404274265361,"False",24
"4874","UQCC2",64,76,130.5,98,0.253456858407079,"False",32.5
"4875","UQCC3",8,9,119,109,0.451582341269841,"False",10
"4876","UQCR10",381,728,107,102,0.47499150382328,"False",5
"4877","UQCRB",52,45,89,107,0.383939189189189,"False",18
"4878","UQCRC1",1161,960,92,84.5,0.473107935153584,"False",7.5
"4879","UQCRC2",45,49,105,76,0.225271668822769,"False",29
"4880","UQCRFS1",34,25,97.5,86,0.444795336787565,"False",11.5
"4881","UQCRH",205,128,89,76,0.426279069767442,"False",13
"4882","UQCRQ",117,156,97,107.5,0.453593903638151,"False",10.5
"4884","URM1",7,6,121,95.5,0.310859649122807,"False",25.5
"4885","UROD",56,42,101.5,95.5,0.470205509400962,"False",6
"4888","USE1",6,9,70.5,99,0.245681818181818,"False",28.5
"4891","USMG5",73,94,87,94.5,0.472409226826143,"False",7.5
"4892","USO1",6,8,125.5,119.5,0.478686219365207,"False",6
"4894","USP10",21,22,100,98,0.492343979441997,"False",2
"4895","USP11",11,28,129,128,0.495550668543279,"False",1
"4896","USP14",8,9,79,95,0.396238651102464,"False",16
"4898","USP16",6,6,152,79.5,0,"True",72.5
"4900","USP22",28,41,150.5,171,0.411109449760766,"False",20.5
"4902","USP34",8,7,124.5,100,0.337555643879173,"False",24.5
"4904","USP39",9,19,112,106,0.48268051242236,"False",6
"4907","USP47",6,9,117.5,49,0,"True",68.5
"4908","USP5",23,22,156,155.5,0.528172888015717,"False",0.5
"4909","USP7",8,9,83.5,100,0.403312769895126,"False",16.5
"4910","UTP11L",29,28,129,118,0.449446410515672,"False",11
"4912","UTP15",5,5,92,115,0.337002398081535,"False",23
"4915","UTP4",17,30,87,119,0.240608591885441,"False",32
"4916","UTP6",9,12,67,106.5,0.142225325884544,"False",39.5
"4917","UXS1",7,9,101,103,0.493792184724689,"False",2
"4918","UXT",17,25,95,101,0.477460317460318,"False",6
"4919","VAMP2",7,7,172,168,0.488938706015891,"False",4
"4921","VAPA",6,26,98.5,98.5,0.502163703455216,"False",0
"4922","VAPB",6,7,140.5,99,0.147032085561497,"False",41.5
"4925","VASP",10,5,127,137,0.465470399265718,"False",10
"4929","VBP1",24,30,102.5,79.5,0.32903893951947,"False",23
"4930","VCAN",7,10,163,165.5,0.493792184724689,"False",2.5
"4932","VCP",17,17,127,102,0.321166666666667,"False",25
"4934","VDAC1",75,83,81,89,0.468126660761736,"False",8
"4935","VDAC2",57,58,102,97,0.477460317460318,"False",5
"4936","VDAC3",167,209,70,71,0.497325581395349,"False",1
"4937","VEPH1",6,5,61,50,0.436191639522258,"False",11
"4939","VEZT",6,5,74,148,0.0167857142857143,"True",74
"4940","VIM",102,290,73.5,76,0.493792184724689,"False",2.5
"4941","VIMP",12,20,130.5,95.5,0.201281112737921,"False",35
"4943","VMP1",23,27,59,87,0.215549525101764,"False",28
"4946","VPS25",46,37,89,120,0.237814371257485,"False",31
"4947","VPS26A",24,37,74,85,0.444795336787565,"False",11
"4949","VPS28",15,31,112,101,0.454524390243903,"False",11
"4950","VPS29",73,135,85,92,0.471515477214101,"False",7
"4952","VPS33B",8,5,134,129,0.485199004975124,"False",5
"4954","VPS37C",9,10,44,124.5,0.0167857142857143,"True",80.5
"4956","VPS45",7,7,99,115,0.398058191018343,"False",16
"4957","VPS4A",8,15,119,124,0.479239475774424,"False",5
"4960","VPS72",45,43,102,118,0.422782281412855,"False",16
"4961","VRK1",38,41,76.5,55,0.315577256944444,"False",21.5
"4964","VTA1",55,73,87,71,0.382134602311353,"False",16
"4968","WAC",5,12,80,171.5,0,"True",91.5
"4969","WAPL",14,30,101.5,122.5,0.382134602311353,"False",21
"4970","WARS",42,33,77,96,0.36268390386016,"False",19
"4974","WBP11",5,15,123,143,0.384703703703704,"False",20
"4976","WBP4",17,10,98,64,0.201281112737921,"False",34
"4977","WBP5",13,53,61,71,0.444795336787565,"False",10
"4979","WBSCR22",45,34,97,69,0.250910099889012,"False",28
"4981","WDR1",21,11,145,130,0.4323897659227,"False",15
"4982","WDR12",62,27,84,68,0.400873756218905,"False",16
"4987","WDR33",10,16,81,105.5,0.289299242424242,"False",24.5
"4990","WDR41",14,14,68.5,89.5,0.348397982932506,"False",21
"4991","WDR43",6,6,72,100.5,0.246655132641292,"False",28.5
"4992","WDR46",36,19,96.5,91,0.480277777777778,"False",5.5
"4993","WDR5",39,18,142,142.5,0.503380681818182,"False",0.5
"4995","WDR54",14,20,113,78,0.185714285714286,"False",35
"4996","WDR6",6,29,329.5,113,0,"True",216.5
"4997","WDR61",24,27,82.5,113,0.237814371257485,"False",30.5
"4998","WDR70",7,5,105,120,0.410509898020396,"False",15
"4999","WDR74",5,9,165,75,0,"True",90
"5000","WDR75",9,6,63,130,0.0167857142857143,"True",67
"5004","WDR82",8,27,124,115,0.467348826714801,"False",9
"5008","WDYHV1",5,8,56,126.5,0,"True",70.5
"5012","WIZ",6,9,107.5,134,0.31685393258427,"False",26.5
"5013","WRAP53",16,12,102,59.5,0.0889805825242719,"False",42.5
"5014","WRB",19,25,98,99,0.493602620087336,"False",1
"5022","XPNPEP1",15,7,117,160,0.185714285714286,"False",43
"5024","XPO1",20,21,120.5,131,0.463390963577686,"False",10.5
"5025","XPO6",21,12,133,176,0.169722222222222,"False",43
"5027","XPOT",8,6,150,109.5,0.20907122905028,"False",40.5
"5028","XPR1",6,8,91.5,89.5,0.496687953054884,"False",2
"5031","XRCC5",102,128,78,85.5,0.468126660761736,"False",7.5
"5032","XRCC6",178,221,88.5,82,0.475476487723679,"False",6.5
"5033","YAE1D1",13,24,148,118.5,0.283977495107632,"False",29.5
"5034","YARS",59,69,120,97,0.312443181818182,"False",23
"5035","YBX1",89,162,84,70,0.411109449760766,"False",14
"5036","YBX3",19,12,73,80.5,0.467994159928122,"False",7.5
"5038","YEATS4",10,14,127,129,0.496687953054884,"False",2
"5040","YIF1A",10,13,121,158,0.225271668822769,"False",37
"5042","YIPF3",31,27,142,151,0.468126660761736,"False",9
"5043","YIPF5",5,6,83,101.5,0.382134602311353,"False",18.5
"5044","YIPF6",7,16,98,104.5,0.471515477214101,"False",6.5
"5045","YKT6",19,48,105,105.5,0.500396825396825,"False",0.5
"5046","YLPM1",9,9,136,93,0.132303149606299,"False",43
"5047","YME1L1",20,34,113.5,94.5,0.362611275964392,"False",19
"5049","YTHDF2",14,31,121.5,95,0.298736162361624,"False",26.5
"5050","YWHAB",19,30,69,83,0.41195107398568,"False",14
"5051","YWHAE",108,101,111,115,0.483550696594427,"False",4
"5052","YWHAG",9,22,103,111.5,0.460244869402985,"False",8.5
"5053","YWHAH",9,20,92,111,0.38725352112676,"False",19
"5054","YWHAQ",181,601,98,100,0.498796673455533,"False",2
"5055","YWHAZ",37,91,100,94,0.477460317460318,"False",6
"5056","ZBED4",5,9,142,135,0.484529569892473,"False",7
"5062","ZBTB8OS",21,23,130,80,0.0666199376947041,"False",50
"5066","ZC3H13",8,13,165,112,0.0462878787878788,"True",53
"5067","ZC3H14",15,19,117,100,0.391459709379128,"False",17
"5069","ZC3HC1",53,68,103,94,0.454524390243903,"False",9
"5070","ZC4H2",5,5,130,99,0.272657200811359,"False",31
"5071","ZCCHC10",16,21,112,68,0.096764705882353,"False",44
"5073","ZCCHC17",16,28,104.5,73.5,0.203962264150944,"False",31
"5074","ZCCHC3",7,11,98,74,0.321166666666667,"False",24
"5078","ZCCHC9",6,11,75,123,0.0889805825242719,"False",48
"5079","ZCRB1",14,31,56.5,77,0.304950539568345,"False",20.5
"5084","ZDHHC4",11,17,93,86,0.477731519090171,"False",7
"5088","ZFAND1",16,6,138,85.5,0.0604950495049505,"False",52.5
"5089","ZFAND2A",5,15,126,114,0.444795336787565,"False",12
"5090","ZFAND5",7,19,128,142,0.449446410515672,"False",14
"5091","ZFAND6",12,22,88.5,63.5,0.263694736842105,"False",25
"5093","ZFP36L1",10,20,76.5,97.5,0.335334947538337,"False",21
"5095","ZFP91",6,5,95.5,124,0.289299242424242,"False",28.5
"5096","ZFR",9,15,125,108,0.41195107398568,"False",17
"5102","ZMAT2",16,12,82.5,116.5,0.213431506849315,"False",34
"5104","ZMAT5",8,5,58,70,0.420151515151515,"False",12
"5106","ZMPSTE24",10,18,78,85.5,0.471515477214101,"False",7.5
"5116","ZNF146",11,21,74,105,0.230566037735849,"False",31
"5117","ZNF195",5,8,132,97,0.210689655172414,"False",35
"5121","ZNF219",11,8,101,125.5,0.321852166525064,"False",24.5
"5124","ZNF232",6,16,85.5,83,0.491544550810015,"False",2.5
"5131","ZNF271P",5,12,124,104,0.380811281337047,"False",20
"5134","ZNF277",8,8,78.5,68,0.451063563563564,"False",10.5
"5147","ZNF423",13,14,150,156.5,0.479239475774424,"False",6.5
"5152","ZNF48",13,53,161,105,0.0604950495049505,"False",56
"5162","ZNF574",7,5,182,152,0.306046511627907,"False",30
"5165","ZNF581",8,8,107,138,0.250910099889012,"False",31
"5168","ZNF593",5,12,118,113.5,0.489942056074766,"False",4.5
"5175","ZNF644",5,15,125,134,0.471515477214101,"False",9
"5176","ZNF664",5,6,132,121.5,0.464494717501148,"False",10.5
"5177","ZNF667-AS1",7,30,39,78.5,0.0604950495049505,"False",39.5
"5179","ZNF691",10,15,129,105,0.321852166525064,"False",24
"5180","ZNF706",43,49,66,101,0.169722222222222,"False",35
"5186","ZNF784",11,99,129,120,0.468649425287356,"False",9
"5189","ZNF830",5,5,45,31,0.382134602311353,"False",14
"5193","ZNF880",5,5,164,123,0.185714285714286,"False",41
"5198","ZNHIT1",10,20,57,84.5,0.246655132641292,"False",27.5
"5199","ZNHIT3",17,22,61,77.5,0.356033834586466,"False",16.5
"5200","ZNRD1",10,15,84.5,96,0.449446410515672,"False",11.5
"5203","ZRANB2",15,12,54,94.5,0.0859462915601024,"False",40.5
"5204","ZSCAN16-AS1",6,5,111,144,0.233551171393342,"False",33
"5206","ZSWIM7",6,15,67.5,101,0.174294770206022,"False",33.5
"5207","ZWINT",28,61,100.5,69,0.172459677419355,"False",31.5
"5208","ZYX",54,67,145.5,132,0.431884931506849,"False",13.5
"5210","AAMDC",6,14,67.5,80.5,0.407954268292683,"False",13
"5223","ACAD8",5,13,116,77,0.142225325884544,"False",39
"5247","ALG6",6,7,121,59,0.0393347639484979,"True",62
"5270","ATG12",16,33,116.5,100,0.398058191018343,"False",16.5
"5282","AZIN1",7,14,102,127,0.310859649122807,"False",25
"5312","BUB1",7,12,140,103.5,0.213431506849315,"False",36.5
"5315","C12orf29",5,7,144,103,0.185714285714286,"False",41
"5330","C1orf131",7,12,141,80.5,0.0290952380952381,"True",60.5
"5336","C2orf49",6,5,100.5,97,0.493792184724689,"False",3.5
"5339","C4orf46",5,10,64,105.5,0.119434156378601,"False",41.5
"5341","C5orf45",6,5,178,74,0,"True",104
"5349","CAND1",5,6,120,133.5,0.426279069767442,"False",13.5
"5354","CBX2",11,9,151,137,0.451582341269841,"False",14
"5360","CCDC8",10,16,111,106.5,0.488104364326376,"False",4.5
"5364","CCNE2",5,14,54,73.5,0.335334947538337,"False",19.5
"5379","CENPO",10,16,138,142,0.493792184724689,"False",4
"5421","COMMD5",5,20,113,85.5,0.241944444444444,"False",27.5
"5430","COX20",6,14,80,122,0.123434343434344,"False",42
"5435","CPVL",6,9,74,105,0.199436201780416,"False",31
"5453","CYB5R1",5,7,120,99,0.353663366336634,"False",21
"5456","DBNL",5,8,82,135.5,0.0545535714285715,"False",53.5
"5468","DENND5A",10,22,157,124.5,0.271209183673469,"False",32.5
"5469","DEPDC1B",5,10,72,110,0.142225325884544,"False",38
"5490","DPM2",6,8,135.5,96.5,0.185714285714286,"False",39
"5506","EIF3A",27,21,109,87,0.323075296108291,"False",22
"5507","EIF3J",5,10,126,81,0.0943349168646082,"False",45
"5510","ELP2",6,8,77,94.5,0.394579256360078,"False",17.5
"5521","ERCC8",5,6,80,59.5,0.323075296108291,"False",20.5
"5524","ERP44",9,21,94,98,0.480602196939976,"False",4
"5531","EXOSC7",16,28,103,103.5,0.513529993408042,"False",0.5
"5537","FAM118B",7,16,85,101.5,0.398895166352793,"False",16.5
"5563","FBXO36",6,8,125.5,45,0,"True",80.5
"5568","FEZ1",10,39,112,107,0.475476487723679,"False",5
"5581","FOXK2",8,11,99.5,153,0.0666199376947041,"False",53.5
"5601","GEMIN2",20,37,98.5,90,0.471515477214101,"False",8.5
"5605","GLRX",5,10,73,87.5,0.41593896713615,"False",14.5
"5622","GRSF1",5,15,70,140,0.0167857142857143,"True",70
"5623","GSTM3",6,24,91,102.5,0.453979892103973,"False",11.5
"5628","H2AFV",13,57,80,118,0.148765217391304,"False",38
"5630","HADHB",5,7,127,88,0.147032085561497,"False",39
"5636","HDHD2",6,13,120,112,0.468126660761736,"False",8
"5643","HIC2",5,13,86,102,0.409794561933535,"False",16
"5644","HLA-A",5,39,126,109,0.405712974296206,"False",17
"5647","HMGN2P4",10,17,122,90,0.232362842892768,"False",32
"5650","HSD17B7",8,5,150.5,99,0.0943349168646082,"False",51.5
"5652","HSF2",5,11,94,96,0.496687953054884,"False",2
"5653","HSPH1",8,11,112,82,0.217627688172043,"False",30
"5654","ICMT",5,10,91,113.5,0.321852166525064,"False",22.5
"5669","ITGB1",5,6,104,108.5,0.490392923649907,"False",4.5
"5677","KANSL1",6,27,168.5,143,0.350880551301685,"False",25.5
"5681","KCTD1",6,17,87,87,0.505606060606061,"False",0
"5694","KIF1B",5,7,194,131,0.0810344827586208,"False",63
"5712","LIN52",7,10,73,112,0.105800865800866,"False",39
"5720","LMAN2L",9,20,86,134,0.0943349168646082,"False",48
"5724","LPCAT3",5,6,49,84,0.128053892215569,"False",35
"5730","LTBP4",5,9,203,169,0.290815268614515,"False",34
"5731","M6PR",14,26,123.5,106,0.420950581395349,"False",17.5
"5748","MAT2A",5,9,175,122,0.0759530386740332,"False",53
"5749","MBIP",7,14,86,103,0.398227329974811,"False",17
"5761","MFSD14B",6,13,100.5,155,0.0706358381502891,"False",54.5
"5762","MGME1",5,24,96,63.5,0.210689655172414,"False",32.5
"5772","MORF4L1P1",7,12,35,89.5,0.0167857142857143,"True",54.5
"5774","MRPL1",5,8,55,73,0.36268390386016,"False",18
"5785","MYEF2",7,8,175,181.5,0.477460317460318,"False",6.5
"5796","NCALD",8,13,122,118,0.481676447574335,"False",4
"5815","NKIRAS1",7,11,93,82,0.444795336787565,"False",11
"5818","NLE1",5,5,91,162,0,"True",71
"5820","NMT1",5,10,149,93,0.0604950495049505,"False",56
"5821","NOA1",5,7,61,112,0.0393347639484979,"True",51
"5829","NRAS",5,12,76,93,0.39,"False",17
"5842","OAZ1",8,9,89,100,0.444795336787565,"False",11
"5846","OS9",5,13,53,77,0.278283283283283,"False",24
"5854","PAFAH1B2",5,9,141,127,0.438304674905965,"False",14
"5870","PEF1",7,20,126,134,0.475560398505604,"False",8
"5871","PELO",5,6,122,83.5,0.167189054726368,"False",38.5
"5888","PIP4K2B",5,5,84,110,0.300491803278688,"False",26
"5893","PKIG",5,15,101,121,0.380805322128852,"False",20
"5906","POLD3",8,9,59.5,84,0.283484698914116,"False",24.5
"5912","PPCDC",5,7,129,168,0.185714285714286,"False",39
"5922","PRELID3B",6,8,85.5,109.5,0.313742384682332,"False",24
"5939","PSTK",6,7,88,124,0.148765217391304,"False",36
"5965","RBFOX2",5,17,164,133,0.272657200811359,"False",31
"5988","RNF121",5,8,95,140,0.139127134724858,"False",45
"5990","RNF145",9,14,64,135,0,"True",71
"5994","RNH1",5,9,75,94,0.358203883495146,"False",19
"6002","RP11-421L21.3",5,6,135,51,0,"True",84
"6020","RPTOR",7,6,129,139,0.46552380952381,"False",10
"6021","RPUSD4",7,9,71,46,0.285291828793774,"False",25
"6031","SART1",9,6,120,98.5,0.342121451104101,"False",21.5
"6036","SCAMP1-AS1",5,14,170,122,0.123434343434344,"False",48
"6044","SEC22B",7,7,130,136,0.480140538400633,"False",6
"6046","SEC24B",6,5,118.5,117,0.499702602230483,"False",1.5
"6050","SEPT11",11,10,69,124.5,0.0167857142857143,"True",55.5
"6058","SETDB1",6,12,162,140.5,0.378647887323944,"False",21.5
"6059","SF3B3",6,12,86.5,126.5,0.14415607985481,"False",40
"6062","SGF29",8,14,107.5,77,0.263694736842105,"False",30.5
"6086","SLC4A1AP",7,9,71,109,0.14415607985481,"False",38
"6091","SMARCB1",7,9,149,153,0.493792184724689,"False",4
"6100","SNHG17",6,35,99.5,128,0.269743326488706,"False",28.5
"6101","SNN",5,18,107,115.5,0.46552380952381,"False",8.5
"6105","SOX1",5,15,128,164,0.232362842892768,"False",36
"6108","SPECC1",5,9,66,137,0,"True",71
"6133","STXBP3",5,5,70,100,0.224220183486239,"False",30
"6135","SUPT7L",13,10,136,110.5,0.327321428571429,"False",25.5
"6138","TAB2",5,6,106,69,0.148765217391304,"False",37
"6140","TACO1",10,11,123,90,0.201281112737921,"False",33
"6151","TBCD",6,7,174,152,0.382134602311353,"False",22
"6152","TBCE",6,7,80.5,150,0.0290952380952381,"True",69.5
"6164","TERF2IP",11,13,120,115,0.489942056074766,"False",5
"6169","THG1L",7,6,130,110,0.382134602311353,"False",20
"6175","TIMELESS",5,20,107,137,0.269743326488706,"False",30
"6181","TM2D1",11,25,116,113,0.497301233721727,"False",3
"6185","TMED4",9,18,108,136.5,0.292043111527648,"False",28.5
"6244","TSR1",7,9,99,131,0.245681818181818,"False",32
"6260","TYW1",6,5,77.5,140,0,"True",62.5
"6273","UQCC1",17,42,113,126.5,0.438304674905965,"False",13.5
"6275","USP3",9,9,144,141,0.493792184724689,"False",3
"6300","XRN2",8,28,90,86.5,0.493792184724689,"False",3.5
"6313","ZC3H15",8,28,76.5,57,0.340787183544304,"False",19.5
"6352","ZNF622",5,10,44,74.5,0.185714285714286,"False",30.5
"6449","BAG1",5,6,119,119,0.52368567682727,"False",0
"6505","CCDC181",5,10,85,71.5,0.428319256756757,"False",13.5
"6512","CCNA2",5,17,70,115,0.0859462915601024,"False",45
"6566","CSNK2A2",6,7,122.5,83,0.14415607985481,"False",39.5
"6571","CUL3",10,13,117,78,0.148765217391304,"False",39
"6656","ERCC3",7,8,122,137,0.426560203504805,"False",15
"6913","MINK1",6,5,245,300,0.205709169054441,"False",55
"6925","MPHOSPH10",5,12,160,80,0,"True",80
"6945","MYO10",5,9,132,187,0.115525210084034,"False",55
"6955","NAA35",5,9,164,120,0.156934931506849,"False",44
"6963","NCBP3",5,14,165,157.5,0.479239475774424,"False",7.5
"6987","NOL10",6,7,103,77,0.269743326488706,"False",26
"6991","NPHP1",6,5,85.5,105,0.358203883495146,"False",19.5
"7027","PARP16",5,10,141,181.5,0.245681818181818,"False",40.5
"7034","PDCL",6,6,69,62,0.468657142857143,"False",7
"7052","PHF6",5,5,143,108,0.233551171393342,"False",35
"7127","RBM25",8,15,71.5,142,0,"True",70.5
"7150","RNF138",6,7,101,157,0.0706358381502891,"False",56
"7199","SACS",6,6,67.5,129,0,"True",61.5
"7254","SMARCA5",15,44,92,103,0.444795336787565,"False",11
"7306","TBC1D14",5,7,83,147,0.0167857142857143,"True",64
"7310","TBP",7,6,114,123,0.464494717501148,"False",9
"7313","TCERG1",6,6,233.5,155.5,0.0167857142857143,"True",78
"7330","TMEM126B",5,12,55,78,0.283484698914116,"False",23
"7363","TRIM26",5,5,148,131,0.420950581395349,"False",17
"7414","UTP23",5,5,115,47,0,"True",68
"7424","VPS35",6,20,86.5,74.5,0.438304674905965,"False",12
"7450","YY1",5,6,141,104.5,0.205709169054441,"False",36.5
"7485","ZNF326",6,10,48.5,144.5,0,"True",96
